2025-10-24 07:18:10.093 [Info] [Lifecycle] Mod enabled | action=validate_dependencies
2025-10-24 07:18:10.093 [Info] [Configuration] Logging initialized | debug=ENABLED path=C:\Users\mail\AppData\Local\Colossal Order\Cities_Skylines\CSM.TmpeSync\csm.tmpe-sync.log
2025-10-24 07:18:10.093 [Debug] [Dependency] Dependency status | csmEnabled=True harmonyAvailable=True
2025-10-24 07:18:10.097 [Info] [Network] Registering TM:PE synchronization connection with CSM.
2025-10-24 07:18:10.097 [Info] [Network] CSM already manages TM:PE synchronization | action=skip_manual_registration
2025-10-24 07:18:10.100 [Info] [Diagnostics] Diagnostics snapshot | context=OnEnabled
2025-10-24 07:18:10.100 [Info] [Diagnostics] Command.CurrentRole | value=None
2025-10-24 07:18:10.100 [Info] [Diagnostics] Command.SendToAll delegate | value=CSM.Commands.CommandInternal.SendToAll
2025-10-24 07:18:10.100 [Info] [Diagnostics] Command.SendToServer delegate | value=CSM.Commands.CommandInternal.SendToServer
2025-10-24 07:18:10.100 [Info] [Diagnostics] Command.SendToClients delegate | value=CSM.Commands.CommandInternal.SendToClients
2025-10-24 07:18:10.103 [Info] [Diagnostics] Command.SendToClient delegate | value=CSM.Commands.CommandInternal.SendToClientById
2025-10-24 07:18:10.103 [Info] [Diagnostics] Command.RegisterConnection hook | value=CSM.Commands.CommandInternal.RegisterExternalConnection
2025-10-24 07:18:10.103 [Info] [Diagnostics] Command.UnregisterConnection hook | value=CSM.Commands.CommandInternal.UnregisterExternalConnection
2025-10-24 07:18:10.103 [Info] [Diagnostics] Registered connections | count=2 items=Cities: Skylines, TM:PE Extended Sync
2025-10-24 07:18:10.139 [Info] [Bridge] TM:PE API detected | features=Speed Limits, Lane Arrows, Lane Connector, Vehicle Restrictions, Junction Restrictions, Priority Signs, Parking Restrictions, Timed Traffic Lights
2025-10-24 07:18:10.139 [Info] [Synchronization] TM:PE bridge ready on client | action=notify_server
2025-10-24 07:18:10.139 [Debug] [Network] Dispatch command | direction=server type=TmpeFeatureReady
2025-10-24 07:18:10.162 [Debug] [Network] Dispatch complete | direction=server type=TmpeFeatureReady
